Columns: lon lat depth mrr mtt mpp mrt mrp mtp iexp name lon lat str1 dip1 rake1 str2 dip2 rake2 sc iexp name

94.79 4.42 60 3.03 -2.96 -0.06 1.33 0.30 3.61 23 X Y 200509032100A 4.42 335 49 138 96 60 49 4.660 23 200509032100A
92.28 7.76 28 -0.74 0.04 0.70 0.23 -0.17 -0.01 24 X Y 200509061110A 7.76 193 40 -67 344 54 -108 0.770 24 200509061110A
97.55 0.06 12 0.22 0.87 -1.08 1.00 1.42 4.37 23 X Y 200509070043A 0.06 98 72 10 5 81 162 4.797 23 200509070043A
94.66 5.05 60 2.02 -1.46 -0.56 0.90 -1.09 2.26 23 X Y 200509070642A 5.05 293 33 66 141 60 105 3.037 23 200509070642A
97.03 0.55 16 0.99 -1.32 0.33 -0.02 -1.75 0.19 23 X Y 200509082140A 0.55 254 43 32 140 69 129 1.919 23 200509082140A
94.98 4.61 46 3.84 -2.26 -1.58 3.04 -2.44 2.35 24 X Y 200509101657A 4.61 313 23 93 129 67 89 5.634 24 200509101657A
91.92 8.11 12 -1.27 -0.34 1.61 0.67 -1.05 -0.02 24 X Y 200509131432A 8.11 203 31 -50 338 67 -111 1.925 24 200509131432A
91.93 8.14 17 -1.99 0.00 1.98 1.17 -1.51 -0.01 23 X Y 200509140817A 8.14 196 29 -54 336 67 -108 2.737 23 200509140817A
96.17 2.47 31 1.56 -1.08 -0.48 0.52 -1.00 0.80 23 X Y 200509161719A 2.47 290 31 64 140 63 105 1.956 23 200509161719A
94.16 7.60 12 -3.16 -0.08 3.24 -1.09 -3.81 0.75 23 X Y 200509180347A 7.60 189 20 -96 15 70 -88 5.145 23 200509180347A
97.31 1.40 33 1.63 -1.12 -0.51 0.90 0.20 1.87 23 X Y 200509191434A 1.40 341 47 138 102 60 51 2.482 23 200509191434A
95.42 4.43 52 -1.31 1.30 0.01 -0.04 -1.32 -1.44 23 X Y 200509201500A 4.43 90 46 -146 335 66 -49 2.349 23 200509201500A
95.89 3.74 46 2.52 -3.37 0.85 3.79 0.37 2.08 23 X Y 200509221230A 3.74 324 30 143 87 72 65 5.239 23 200509221230A
97.94 0.38 12 -0.29 0.55 -0.26 -1.53 -0.23 0.78 23 X Y 200509300439A 0.38 193 25 -163 87 83 -66 1.756 23 200509300439A
96.90 1.01 12 0.64 0.15 -0.79 4.54 -5.11 1.29 23 X Y 200510030058A 1.01 347 5 119 138 85 87 6.938 23 200510030058A
94.35 5.31 34 1.09 -0.50 -0.59 1.20 -0.82 0.77 24 X Y 200510032209A 5.31 330 21 112 126 71 82 1.890 24 200510032209A
94.14 5.37 41 3.10 -1.07 -2.04 1.63 -1.55 1.89 23 X Y 200510041223A 5.37 328 28 100 137 62 85 3.998 23 200510041223A
95.71 5.33 23 -0.90 -3.64 4.54 -0.81 -0.63 -0.03 24 X Y 200510050846A 5.33 135 74 -174 44 84 -16 4.239 24 200510050846A
92.06 7.83 29 -0.17 -0.57 0.74 -0.48 -0.59 -0.41 24 X Y 200510051219A 7.83 124 46 -170 27 83 -44 1.086 24 200510051219A
93.98 7.74 19 -1.75 0.82 0.93 1.17 -1.38 0.59 23 X Y 200510060253A 7.74 229 36 -45 358 66 -117 2.171 23 200510060253A
97.99 2.11 12 0.36 -0.04 -0.32 2.52 -1.98 0.57 23 X Y 200510092228A 2.11 354 7 136 128 85 85 3.260 23 200510092228A
95.02 4.49 49 5.68 -3.38 -2.30 3.84 -3.39 3.85 24 X Y 200510111505A 4.49 311 25 89 131 65 90 8.045 24 200510111505A
97.82 1.82 44 2.55 -1.33 -1.22 2.17 -1.68 1.51 24 X Y 200510161903A 1.82 319 22 99 129 68 86 3.828 24 200510161903A
94.26 3.56 12 0.03 0.61 -0.63 1.16 2.02 2.94 23 X Y 200510260039A 3.56 100 56 8 6 83 146 3.726 23 200510260039A
95.63 2.34 42 1.77 -1.76 -0.01 1.43 -0.71 2.01 23 X Y 200510270416A 2.34 317 30 110 114 62 79 2.915 23 200510270416A
96.15 1.96 32 1.65 -1.49 -0.16 1.11 -1.47 1.46 23 X Y 200510280307A 1.96 279 29 53 140 68 108 2.784 23 200510280307A
95.93 1.97 43 0.83 -1.10 0.28 0.70 -0.29 1.15 23 X Y 200510281723A 1.97 333 39 140 96 66 58 1.517 23 200510281723A
97.36 1.84 33 0.96 -0.85 -0.10 0.59 -0.06 1.07 23 X Y 200510302137A 1.84 334 41 133 102 61 59 1.460 23 200510302137A
96.96 0.97 21 1.00 -0.44 -0.56 1.19 -1.18 0.68 24 X Y 200511041744A 0.97 321 17 96 135 74 88 1.999 24 200511041744A
95.38 2.46 31 4.06 -2.91 -1.15 3.26 -2.23 3.52 23 X Y 200511190638A 2.46 313 26 97 125 65 87 6.264 23 200511190638A
96.51 1.89 23 1.81 -1.00 -0.81 2.20 -2.50 1.07 25 X Y 200511191410A 1.89 306 15 78 138 75 93 3.831 25 200511191410A
97.19 0.46 29 2.07 -3.34 1.27 -2.51 1.25 0.09 23 X Y 200511221404A 0.46 61 30 41 294 71 113 3.994 23 200511221404A
96.98 0.92 22 1.64 -0.56 -1.08 1.83 -1.73 0.94 24 X Y 200511272331A 0.92 332 18 106 135 73 85 3.050 24 200511272331A
96.98 0.92 22 1.64 -0.56 -1.08 1.83 -1.73 0.94 24 X Y 200511272331A 0.80 309 28 93 126 62 89 0.903 24 200511280016A
96.98 0.80 37 0.61 -0.46 -0.15 0.42 -0.30 0.55 24 X Y 200511280016A 0.92 332 18 106 135 73 85 3.050 24 200511272331A
96.98 0.80 37 0.61 -0.46 -0.15 0.42 -0.30 0.55 24 X Y 200511280016A 0.80 309 28 93 126 62 89 0.903 24 200511280016A
93.82 3.18 19 1.38 -0.56 -0.82 -0.35 0.03 0.76 23 X Y 200512020307A 3.18 150 41 105 310 51 77 1.461 23 200512020307A
97.08 1.10 26 1.21 -0.48 -0.74 -0.42 -2.15 1.31 23 X Y 200512031848A 1.10 288 33 27 175 75 120 2.740 23 200512031848A
97.43 0.65 39 0.68 -0.84 0.16 0.71 -0.73 2.06 23 X Y 200512041409A 0.65 261 72 -6 353 85 -162 2.279 23 200512041409A
95.19 3.29 24 -0.89 0.09 0.80 0.99 -1.03 -4.12 23 X Y 200512050446A 3.29 183 80 9 92 81 170 4.311 23 200512050446A
96.48 2.32 34 1.40 -1.18 -0.22 0.77 0.09 1.22 23 X Y 200512060540A 2.32 328 41 128 103 59 62 1.916 23 200512060540A
96.90 1.11 33 3.72 -1.78 -1.94 3.00 -3.08 3.58 23 X Y 200512070219A 1.11 315 23 90 136 67 90 6.282 23 200512070219A
97.27 0.20 14 1.38 -0.37 -1.01 0.42 0.79 0.36 23 X Y 200512070838A 0.20 143 35 59 359 61 110 1.520 23 200512070838A
94.31 4.99 44 1.96 -1.10 -0.86 0.58 -0.89 0.76 23 X Y 200512101141A 4.99 305 31 79 138 60 97 2.134 23 200512101141A
95.66 2.39 24 1.98 -1.31 -0.67 2.12 -2.24 1.33 24 X Y 200512180423A 2.39 299 18 74 135 73 95 3.773 24 200512180423A
95.06 4.36 55 1.56 -1.19 -0.37 0.75 -0.85 1.16 24 X Y 200601010847A 4.36 293 30 72 134 62 100 2.119 24 200601010847A
97.67 0.03 37 3.98 -2.54 -1.44 2.22 -1.76 3.43 23 X Y 200601110046A 0.03 313 30 93 129 60 88 5.507 23 200601110046A
97.58 1.22 31 3.39 -1.66 -1.73 1.96 -1.10 3.36 23 X Y 200601131049A 1.22 332 34 115 123 60 74 4.820 23 200601131049A
94.49 4.86 40 1.74 -0.66 -1.08 1.00 -0.75 0.84 23 X Y 200601131447A 4.86 330 28 105 133 63 82 2.144 23 200601131447A
97.28 1.35 35 1.50 -1.47 -0.03 0.92 -0.86 2.55 23 X Y 200601132247A 1.35 263 57 15 164 77 146 2.843 23 200601132247A
95.74 2.16 43 1.02 -1.54 0.52 0.91 -0.82 1.65 23 X Y 200601281731A 2.16 256 48 20 153 76 136 2.252 23 200601281731A
95.90 2.34 23 4.63 -3.35 -1.28 4.62 -4.84 2.78 24 X Y 200601311915A 2.34 293 19 70 134 72 97 8.334 24 200601311915A
92.91 4.95 12 1.17 -0.20 -0.97 -0.57 0.06 0.34 23 X Y 200602011218A 4.95 176 41 119 320 55 67 1.255 23 200602011218A
96.25 1.58 45 3.42 -3.54 0.12 2.54 -1.74 4.54 23 X Y 200602060705A 1.58 303 29 88 125 61 91 5.882 23 200602060705A
95.88 2.59 29 -1.60 -0.02 1.61 0.85 -0.26 -0.48 23 X Y 200602061240A 2.59 185 41 -56 323 57 -116 1.890 23 200602061240A
96.87 1.42 25 3.90 -1.64 -2.26 5.68 -3.99 3.45 23 X Y 200602062355A 1.42 336 19 119 126 74 81 8.388 23 200602062355A
96.84 0.89 36 1.91 -0.75 -1.16 0.88 -0.82 1.45 23 X Y 200602100739A 0.89 324 31 97 135 60 86 2.480 23 200602100739A
95.19 2.38 43 2.64 -2.45 -0.19 1.84 -1.62 3.37 23 X Y 200602130932A 2.38 291 30 69 135 62 102 4.503 23 200602130932A
96.00 2.16 35 3.73 -2.38 -1.35 2.43 -2.36 2.45 23 X Y 200602131205A 2.16 304 25 82 133 65 94 5.281 23 200602131205A
94.18 5.26 47 1.04 -0.76 -0.28 0.65 -0.33 1.19 23 X Y 200602150117A 5.26 328 34 117 116 60 73 1.582 23 200602150117A
94.59 5.27 54 5.23 -2.08 -3.15 2.67 -1.94 3.63 23 X Y 200602262132A 5.27 328 31 105 131 60 81 6.647 23 200602262132A
95.44 2.62 26 2.27 -0.46 -1.81 0.69 -2.58 0.47 23 X Y 200603011436A 2.62 341 19 87 164 71 91 3.407 23 200603011436A
96.22 3.88 12 -0.87 0.21 0.66 0.45 0.07 0.50 24 X Y 200603080633A 3.88 14 39 -122 232 57 -67 1.040 24 200603080633A
97.13 1.30 32 0.88 -0.80 -0.08 0.90 -0.39 1.03 23 X Y 200603121944A 1.30 328 29 124 111 66 73 1.574 23 200603121944A
94.64 4.84 46 3.43 -1.71 -1.72 2.01 -1.20 1.93 23 X Y 200603161512A 4.84 324 29 105 127 62 82 4.244 23 200603161512A
95.96 3.84 57 3.52 -0.79 -2.72 0.14 -4.80 3.76 23 X Y 200603190424A 3.84 291 34 35 170 71 118 6.865 23 200603190424A
94.01 2.78 15 4.20 -1.80 -2.40 -0.54 1.25 0.38 23 X Y 200603190436A 2.78 154 34 89 335 56 91 3.656 23 200603190436A
95.24 2.61 38 2.18 -1.97 -0.21 1.17 -1.79 2.50 23 X Y 200603221008A 2.61 276 35 45 147 66 116 3.749 23 200603221008A
97.12 3.36 31 -0.45 -1.60 2.04 -1.68 -1.05 0.47 23 X Y 200603280835A 3.36 146 44 -170 49 83 -47 2.756 23 200603280835A
95.13 2.04 19 0.53 -0.35 -0.18 0.47 0.87 0.31 24 X Y 200604011034A 2.04 136 17 33 15 81 104 1.037 24 200604011034A
96.17 2.03 36 0.96 -0.82 -0.14 0.79 -0.58 0.68 24 X Y 200604020830A 2.03 296 24 81 125 66 94 1.475 24 200604020830A
97.22 0.36 12 -3.86 0.55 3.31 3.89 -2.62 -2.22 23 X Y 200604041036A 0.36 171 26 -52 311 70 -106 6.325 23 200604041036A
92.96 4.65 12 3.06 -0.35 -2.71 0.66 -1.04 1.06 23 X Y 200604051835A 4.65 343 34 97 155 56 85 3.324 23 200604051835A
92.90 9.60 62 3.05 1.07 -4.12 1.11 -0.85 1.28 23 X Y 200604141026A 9.60 9 41 124 147 57 64 4.065 23 200604141026A
93.22 2.70 17 -0.44 -1.29 1.73 -0.26 -0.94 -1.80 25 X Y 200604192036A 2.70 110 66 -176 19 86 -24 2.551 25 200604192036A
96.44 1.77 35 1.47 -0.94 -0.53 2.00 -0.23 2.84 23 X Y 200604222342A 1.77 353 48 159 98 75 44 3.632 23 200604222342A
96.77 1.78 12 0.76 -0.52 -0.24 2.50 -2.72 0.47 25 X Y 200604251826A 1.78 293 7 66 137 84 93 3.785 25 200604251826A
96.03 4.39 82 0.12 0.39 -0.52 0.43 -0.02 -0.86 24 X Y 200604261638A 4.39 168 67 9 74 82 156 1.070 24 200604261638A
97.24 3.06 23 0.05 -0.80 0.75 -0.19 0.17 0.04 24 X Y 200605080143A 3.06 46 72 0 316 90 162 0.817 24 200605080143A
97.05 1.02 24 1.84 -0.85 -0.99 1.44 -0.56 0.68 23 X Y 200605090325A 1.02 328 26 114 122 66 79 2.299 23 200605090325A
94.30 5.33 43 3.01 -1.22 -1.78 1.47 -1.66 1.80 24 X Y 200605130311A 5.33 320 28 91 139 63 89 3.865 24 200605130311A
96.98 0.01 14 -1.09 0.31 0.78 0.66 -0.79 -1.93 26 X Y 200605161528A 0.01 92 60 -171 358 82 -31 2.089 26 200605161528A
92.45 6.96 13 2.87 -0.84 -2.02 0.11 -0.16 0.69 23 X Y 200605170646A 6.96 336 43 91 155 47 89 2.612 23 200605170646A
96.84 0.10 16 -1.30 1.15 0.14 0.84 0.15 -0.71 23 X Y 200605180101A 0.10 137 35 -57 278 61 -111 1.658 23 200605180101A
94.41 5.27 52 4.60 -1.25 -3.35 2.52 -1.78 3.42 23 X Y 200606140014A 5.27 338 32 112 132 61 77 6.108 23 200606140014A
94.29 2.59 16 0.82 -0.46 -0.36 -0.37 -0.01 0.44 24 X Y 200606140724A 2.59 146 38 114 296 56 72 0.915 24 200606140724A
97.01 0.95 34 2.17 -1.57 -0.60 1.08 -1.34 1.40 23 X Y 200606210853A 0.95 293 29 70 136 63 101 2.935 23 200606210853A
92.46 6.83 12 1.33 -0.22 -1.11 -0.03 -0.30 0.55 25 X Y 200606211234A 6.83 328 40 80 161 51 98 1.387 25 200606211234A
93.75 8.81 20 -0.26 -3.53 3.79 -2.48 -0.58 -1.72 23 X Y 200606271502A 8.81 126 71 -160 29 71 -20 4.698 23 200606271502A
92.57 6.31 12 2.42 0.04 -2.47 0.36 -1.78 0.75 25 X Y 200606271807A 6.31 342 27 85 167 63 92 3.130 25 200606271807A
93.41 3.75 12 6.98 -1.57 -5.41 -1.90 -1.20 3.41 23 X Y 200607151154A 3.75 313 47 66 166 48 114 7.540 23 200607151154A
97.01 1.66 15 0.58 -0.20 -0.38 2.51 -2.15 0.28 25 X Y 200607271116A 1.66 336 5 115 131 85 88 3.355 25 200607271116A
96.91 1.02 33 1.94 -1.06 -0.88 1.37 -1.17 1.18 24 X Y 200607300128A 1.02 315 24 93 131 66 89 2.726 24 200607300128A
96.27 4.76 21 -0.20 -3.29 3.49 -0.45 -0.41 0.31 23 X Y 200608011726A 4.76 138 80 -179 47 89 -10 3.458 23 200608011726A
96.18 2.10 21 0.86 -0.56 -0.30 1.46 -1.42 0.54 25 X Y 200608112054A 2.10 301 12 77 134 78 93 2.235 25 200608112054A
94.54 5.27 54 4.90 -2.44 -2.46 2.38 -1.77 3.10 23 X Y 200608130841A 5.27 320 31 99 130 60 85 6.011 23 200608130841A
95.24 4.29 57 3.10 -2.48 -0.62 1.64 -2.50 4.11 23 X Y 200608231831A 4.29 278 36 43 151 66 118 5.499 23 200608231831A
97.11 0.10 30 -1.08 0.38 0.70 0.72 -0.89 -0.98 24 X Y 200609031620A 0.10 137 24 -93 321 66 -89 1.741 24 200609031620A
94.59 4.84 49 0.64 -0.30 -0.34 0.42 -0.23 0.47 24 X Y 200609160617A 4.84 330 30 112 125 62 78 0.860 24 200609160617A
97.61 1.15 37 2.66 -2.31 -0.35 1.47 -0.42 2.74 23 X Y 200610041333A 1.15 325 37 120 110 59 70 3.821 23 200610041333A
93.17 9.43 54 2.72 0.16 -2.88 0.34 -1.33 -0.01 23 X Y 200610060423A 9.43 7 33 101 174 58 83 3.119 23 200610060423A
97.22 0.76 35 0.55 -0.57 0.03 0.60 -0.20 0.78 24 X Y 200610061449A 0.76 339 36 142 101 69 60 1.076 24 200610061449A
95.09 4.80 41 3.27 -1.90 -1.37 -0.18 -0.14 2.72 23 X Y 200610120530A 4.80 138 45 98 306 46 82 3.831 23 200610120530A
97.12 0.93 31 5.52 -1.94 -3.58 4.15 -4.01 3.95 23 X Y 200610250506A 0.93 328 24 102 135 67 85 8.445 23 200610250506A
97.26 0.78 36 2.89 -1.92 -0.97 1.70 -1.32 2.47 23 X Y 200610250519A 0.78 311 29 93 128 61 88 4.045 23 200610250519A
97.19 1.03 18 -4.66 4.36 0.30 5.77 -0.41 0.79 23 X Y 200611091555A 1.03 70 20 -109 271 71 -83 7.376 23 200611091555A
94.57 4.58 36 0.65 -0.25 -0.40 0.47 -0.56 0.40 25 X Y 200611181355A 4.58 321 22 91 140 68 90 1.010 25 200611181355A
94.67 4.60 23 3.72 -0.88 -2.83 4.06 -6.17 1.56 24 X Y 200611181357A 4.60 335 13 97 147 77 88 8.264 24 200611181357A
96.79 2.76 45 -2.66 1.91 0.75 -0.34 0.07 -1.70 23 X Y 200611251850A 2.76 309 42 -84 122 48 -95 2.915 23 200611251850A
96.27 4.76 22 -0.03 -0.82 0.85 -0.19 -0.02 0.15 24 X Y 200612061206A 4.76 141 80 -173 50 83 -10 0.868 24 200612061206A
94.59 4.80 53 4.14 -1.96 -2.18 1.77 -1.61 3.26 23 X Y 200612090924A 4.80 319 32 94 134 58 87 5.307 23 200612090924A
94.89 4.58 54 4.30 -2.40 -1.90 2.50 -2.10 2.51 24 X Y 200612172110A 4.58 314 27 93 131 63 89 5.549 24 200612172110A
97.94 2.42 62 -3.33 1.96 1.37 1.25 -0.74 -1.91 23 X Y 200612191248A 2.42 135 34 -83 307 56 -95 3.758 23 200612191248A
94.28 5.25 44 1.05 -0.42 -0.64 0.63 -0.48 0.61 24 X Y 200701031247A 5.25 329 28 105 132 63 82 1.354 24 200701031247A
97.65 0.07 31 0.75 -0.31 -0.44 0.70 -0.67 0.47 24 X Y 200701051154A 0.07 324 20 99 135 70 87 1.251 24 200701051154A
92.30 8.03 12 1.38 -0.30 -1.08 0.01 -0.90 0.63 25 X Y 200701081248A 8.03 317 32 65 165 61 105 1.672 25 200701081248A
89.66 2.00 24 -0.17 -2.38 2.55 -0.19 -1.10 -2.74 23 X Y 200701170758A 2.00 111 74 178 201 88 16 3.847 23 200701170758A
95.58 2.36 37 0.74 -0.55 -0.19 0.50 -0.45 0.66 24 X Y 200701221644A 2.36 301 27 80 132 64 95 1.123 24 200701221644A
97.03 1.36 40 2.56 -2.78 0.22 2.00 -0.76 3.31 23 X Y 200701251518A 1.36 331 37 132 103 64 64 4.381 23 200701251518A
93.76 8.37 77 0.43 -1.74 1.32 -0.51 -0.69 0.21 24 X Y 200701291948A 8.37 136 60 167 233 78 31 1.801 24 200701291948A
94.47 6.12 64 0.49 -0.55 0.06 0.70 -0.42 -1.19 24 X Y 200702111047A 6.12 193 58 21 91 72 146 1.535 24 200702111047A
97.22 0.33 12 3.83 -2.98 -0.85 1.90 0.37 2.19 24 X Y 200702141949A 0.33 320 38 119 105 57 69 4.546 24 200702141949A
94.23 5.04 34 6.60 -2.60 -4.00 2.66 -2.16 3.09 23 X Y 200702142011A 5.04 327 32 99 136 59 84 7.377 23 200702142011A
97.17 0.39 12 1.25 -1.58 0.33 0.89 0.09 0.48 24 X Y 200702142046A 0.39 300 32 116 90 61 74 1.736 24 200702142046A
97.26 0.98 31 4.34 -1.80 -2.54 2.35 -2.51 1.84 23 X Y 200702181045A 0.98 323 25 94 138 65 88 5.423 23 200702181045A
96.23 3.60 43 0.53 -0.29 -0.24 0.35 -0.67 -0.42 24 X Y 200703010201A 3.60 71 41 146 188 69 54 0.929 24 200703010201A
97.74 1.80 49 0.60 -0.25 -0.35 0.51 -0.30 0.38 25 X Y 200703071053A 1.80 333 26 115 126 67 79 0.876 25 200703071053A
91.54 9.18 12 0.93 2.52 -3.45 1.94 -0.78 4.58 23 X Y 200704010708A 9.18 16 68 177 108 87 22 5.859 23 200704010708A
95.48 2.74 12 0.39 -0.26 -0.12 1.18 -1.31 0.29 25 X Y 200704070951A 2.74 293 8 65 138 83 93 1.817 25 200704070951A
94.43 5.09 49 0.62 -0.30 -0.32 0.42 -0.37 0.38 25 X Y 200704270802A 5.09 319 25 95 133 65 88 0.860 25 200704270802A
94.38 5.29 51 3.17 -1.13 -2.04 1.54 -0.82 1.85 23 X Y 200705011944A 5.29 334 33 110 131 59 77 3.767 23 200705011944A
96.98 0.90 30 0.95 -0.55 -0.40 0.67 -0.57 0.65 24 X Y 200705140931A 0.90 313 25 92 131 65 89 1.364 24 200705140931A
96.07 3.68 56 5.12 -5.47 0.35 2.32 -2.17 4.06 23 X Y 200705181557A 3.68 282 34 67 129 59 105 7.138 23 200705181557A
96.54 1.73 37 2.25 -2.75 0.50 1.89 -1.36 3.27 23 X Y 200705220341A 1.73 278 32 56 136 64 109 4.237 23 200705220341A
95.39 2.48 12 1.30 -0.14 -1.16 4.44 1.72 7.51 23 X Y 200705232019A 2.48 358 61 167 95 78 30 8.950 23 200705232019A
94.03 8.31 12 -0.03 -1.49 1.51 -0.38 -0.72 -0.56 24 X Y 200705312318A 8.31 124 63 178 215 88 27 1.793 24 200705312318A
95.93 2.19 36 4.75 -4.12 -0.63 3.39 -2.63 4.20 23 X Y 200706091459A 2.19 298 27 82 127 63 94 7.249 23 200706091459A
94.50 5.21 54 3.26 -1.67 -1.59 1.20 -1.03 1.68 23 X Y 200706241347A 5.21 316 32 93 133 58 88 3.646 23 200706241347A
97.72 5.14 12 5.60 -6.29 0.69 -2.56 0.39 2.79 23 X Y 200707211253A 5.14 116 35 100 284 56 83 6.944 23 200707211253A
97.72 5.14 12 5.60 -6.29 0.69 -2.56 0.39 2.79 23 X Y 200707211253A 2.14 321 29 52 182 67 109 1.062 24 200707241451A
97.72 2.14 50 0.66 0.16 -0.82 -0.09 -0.69 0.31 24 X Y 200707241451A 5.14 116 35 100 284 56 83 6.944 23 200707211253A
97.72 2.14 50 0.66 0.16 -0.82 -0.09 -0.69 0.31 24 X Y 200707241451A 2.14 321 29 52 182 67 109 1.062 24 200707241451A
92.52 7.06 12 1.09 -0.25 -0.84 -0.06 -0.16 0.56 25 X Y 200707252337A 7.06 321 43 79 156 48 100 1.149 25 200707252337A
91.04 6.68 21 0.24 -2.98 2.74 -1.24 -0.22 -3.23 23 X Y 200708061438A 6.68 20 77 -7 111 84 -167 4.477 23 200708061438A
97.39 0.02 35 5.17 -3.05 -2.12 3.84 -3.22 3.61 23 X Y 200709080839A 0.02 313 24 92 130 66 89 7.588 23 200709080839A
97.62 0.10 36 3.44 -2.84 -0.59 2.66 -1.59 2.88 23 X Y 200709081131A 0.10 309 27 97 121 64 87 5.161 23 200709081131A
95.21 2.46 38 2.49 -1.56 -0.93 1.65 -1.78 2.06 24 X Y 200709290532A 2.46 303 26 78 136 65 96 3.793 24 200709290532A
95.39 2.71 15 0.24 -0.17 -0.07 0.64 -0.81 0.16 25 X Y 200709290537A 2.71 288 8 57 141 83 94 1.067 25 200709290537A
92.83 2.47 12 -0.23 -1.24 1.47 -0.83 -1.04 -1.98 25 X Y 200710041240A 2.47 110 63 -170 15 81 -27 2.743 25 200710041240A
91.64 9.71 12 0.28 4.32 -4.61 2.81 0.08 6.01 23 X Y 200710101225A 9.71 17 71 173 109 84 19 7.995 23 200710101225A
96.19 2.81 41 2.04 -1.46 -0.58 1.57 -0.50 1.22 23 X Y 200711210330A 2.81 318 28 111 114 64 79 2.737 23 200711210330A
93.79 7.76 18 -2.53 2.15 0.38 0.54 -0.32 0.77 23 X Y 200711211904A 7.76 60 41 -105 260 50 -77 2.557 23 200711211904A
95.01 4.46 52 4.57 -2.61 -1.95 2.73 -2.28 2.79 24 X Y 200711222302A 4.46 313 27 92 130 63 89 5.998 24 200711222302A
96.87 0.29 19 -2.82 1.09 1.73 0.33 -0.91 -2.75 23 X Y 200711260644A 0.29 125 39 -109 329 53 -75 3.650 23 200711260644A
97.75 1.81 50 0.69 -0.28 -0.41 0.54 -0.30 0.43 25 X Y 200712010144A 1.81 335 27 116 126 66 77 0.963 25 200712010144A
96.58 1.92 25 0.51 -0.32 -0.19 1.16 -1.44 0.33 25 X Y 200712221226A 1.92 295 9 65 141 82 94 1.930 25 200712221226A
95.95 5.63 26 0.32 -1.23 0.91 -0.59 -0.78 -0.07 24 X Y 200712280524A 5.63 129 47 167 227 81 43 1.480 24 200712280524A
94.62 5.21 57 0.80 -0.44 -0.36 0.42 -0.25 0.60 24 X Y 200801052001B 5.21 323 32 104 126 59 81 1.026 24 200801052001B
97.18 0.87 23 1.38 -0.43 -0.95 1.42 -1.53 0.70 25 X Y 200801221714A 0.87 332 17 103 138 73 86 2.517 25 200801221714A
96.72 1.07 37 2.92 -1.50 -1.42 1.12 -1.87 1.85 23 X Y 200801231303A 1.07 304 29 73 143 63 99 3.808 23 200801231303A
97.01 0.92 24 0.74 -0.29 -0.45 0.59 -0.52 0.42 24 X Y 200801241204A 0.92 328 23 103 134 68 85 1.100 24 200801241204A
95.98 2.69 15 0.43 -0.29 -0.14 0.79 -0.66 0.20 27 X Y 200802200808A 2.69 299 11 80 130 79 92 1.118 27 200802200808A
93.26 3.81 12 1.37 -0.15 -1.22 0.33 -0.44 0.50 24 X Y 200802290818A 3.81 344 35 99 153 56 84 1.498 24 200802290818A
92.50 3.80 24 0.13 -0.62 0.48 -0.28 -0.34 -0.51 24 X Y 200803032114A 3.80 115 60 179 205 89 30 0.862 24 200803032114A
94.71 4.68 50 3.49 -1.97 -1.52 1.77 -1.19 2.40 23 X Y 200803051704A 4.68 318 31 99 127 60 85 4.380 23 200803051704A
94.51 2.47 12 1.22 -0.66 -0.56 0.29 -0.51 0.65 25 X Y 200803151443A 2.47 305 33 77 140 58 98 1.375 25 200803151443A
95.17 2.66 20 1.18 -0.76 -0.42 2.66 -2.71 0.81 25 X Y 200803291730A 2.66 300 10 75 135 81 93 4.015 25 200803291730A
91.77 8.25 12 -5.63 -1.26 6.89 0.04 0.45 0.92 23 X Y 200804170829A 8.25 6 43 -90 186 47 -90 6.327 23 200804170829A
94.49 5.21 53 3.17 -2.38 -0.79 1.83 -0.73 2.53 23 X Y 200805081131A 5.21 318 32 108 117 59 79 4.209 23 200805081131A
95.05 4.37 51 1.22 -0.92 -0.30 0.73 -0.70 0.93 24 X Y 200805131029A 4.37 298 28 78 132 63 96 1.730 24 200805131029A
97.53 0.10 31 0.72 -0.45 -0.27 0.64 -0.47 0.52 24 X Y 200806031015A 0.10 315 23 97 127 67 87 1.131 24 200806031015A
97.28 0.37 39 4.02 -3.10 -0.92 2.98 -2.78 3.52 23 X Y 200806131613A 0.37 297 26 76 132 65 96 6.350 23 200806131613A
92.66 6.76 12 4.50 -0.62 -3.88 0.45 -1.65 1.50 23 X Y 200806190035A 6.76 337 35 86 161 55 92 4.797 23 200806190035A
96.97 1.00 20 1.05 -0.66 -0.39 1.35 -0.76 0.73 24 X Y 200806250152A 1.00 322 19 110 121 72 83 1.938 24 200806250152A
97.00 1.12 14 1.75 -0.86 -0.88 2.92 -2.54 1.31 24 X Y 200806250253A 1.12 321 14 100 131 77 88 4.342 24 200806250253A
96.28 1.83 29 1.59 -1.27 -0.32 1.83 -1.60 1.10 24 X Y 200807140444A 1.83 293 19 74 130 72 95 3.023 24 200807140444A
96.03 2.13 30 1.17 -0.84 -0.33 1.26 -1.02 0.88 24 X Y 200809100300A 2.13 304 20 86 129 70 92 2.101 24 200809100300A
96.97 0.91 24 2.63 -1.15 -1.48 3.41 -2.79 1.85 24 X Y 200811031922A 0.91 328 17 107 130 73 85 5.279 24 200811031922A
93.76 8.76 19 -0.76 0.01 0.75 0.20 0.03 0.07 24 X Y 200811191714A 8.76 353 45 -110 199 48 -72 0.784 24 200811191714A
94.13 8.71 22 -2.72 -2.80 5.52 -3.02 -1.06 4.00 23 X Y 200812052324A 8.71 161 55 -160 60 74 -37 6.908 23 200812052324A
